,City,Subdivision,Subdivision Latitude,Subdivision Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
53,Vienna,Brigittenau,48.2438222,16.37814655,Jugendgästehaus Wien-Brigittenau,48.24418688146827,16.377740402334215,Hostel
54,Vienna,Brigittenau,48.2438222,16.37814655,Maria-Restituta-Platz,48.240842879213545,16.37780723434403,Plaza
55,Vienna,Brigittenau,48.2438222,16.37814655,SPAR,48.248107945414866,16.378629749016795,Supermarket
56,Vienna,Brigittenau,48.2438222,16.37814655,H Leystraße,48.2439084308966,16.377175902902632,Bus Stop
57,Vienna,Brigittenau,48.2438222,16.37814655,Forsthauspark,48.24420165831127,16.374197894794897,Park
58,Vienna,Brigittenau,48.2438222,16.37814655,37A Lorenz-Müller-Gasse,48.242052668981884,16.37441007047821,Bus Stop
59,Vienna,Brigittenau,48.2438222,16.37814655,5A Aignerstraße,48.24625667686146,16.375287027093457,Bus Stop
60,Vienna,Brigittenau,48.2438222,16.37814655,Tennisanlage Spielmanngasse,48.2424681446327,16.373465037637352,Tennis Court
61,Vienna,Brigittenau,48.2438222,16.37814655,BILLA,48.241610679080715,16.383573134183802,Supermarket
62,Vienna,Brigittenau,48.2438222,16.37814655,Schnitzel-Restaurant Wien,48.24804635203714,16.37652526871536,Restaurant
63,Vienna,Döbling,48.2612506,16.32847102,Buschenschank Schöll,48.26253720430513,16.332244353661494,Wine Bar
64,Vienna,Döbling,48.2612506,16.32847102,Bio Weinbau Obermann,48.26190722756548,16.332713836310973,Winery
65,Vienna,Döbling,48.2612506,16.32847102,38A Wagenwiese,48.26536416483111,16.328057557558893,Bus Stop
66,Vienna,Donaustadt,48.2143607,16.48607154,sushi aspern,48.217199471654006,16.48813369580935,Sushi Restaurant
67,Vienna,Donaustadt,48.2143607,16.48607154,Cafe Hummel Artur,48.21689968784029,16.487350536674644,Café
68,Vienna,Donaustadt,48.2143607,16.48607154,Riegler's Eis Salon,48.21620339659294,16.48269330564923,Dessert Shop
69,Vienna,Donaustadt,48.2143607,16.48607154,Sportplatz Aspern Kantine,48.21438670687781,16.48144225978789,Soccer Field
70,Vienna,Donaustadt,48.2143607,16.48607154,Asia Shop Aspern,48.217510180332425,16.485618352890015,Food & Drink Shop
71,Vienna,Donaustadt,48.2143607,16.48607154,H Siegesplatz,48.21762326363592,16.486990375585776,Bus Stop
72,Vienna,Donaustadt,48.2143607,16.48607154,Ströck Aspern,48.21785770051457,16.48566002674362,Bakery
73,Vienna,Donaustadt,48.2143607,16.48607154,Haveli,48.21714389588729,16.489866348895607,Indian Restaurant
74,Vienna,Donaustadt,48.2143607,16.48607154,Zum Löwen von Aspern,48.21759459191214,16.490150161246905,Restaurant
75,Vienna,Favoriten,48.1529937,16.38282184,MERKUR,48.15234594451304,16.383248463981303,Grocery Store
76,Vienna,Favoriten,48.1529937,16.38282184,Volkspark Laaerberg,48.1562159753483,16.387014240832993,Park
77,Vienna,Favoriten,48.1529937,16.38282184,Hanssonzentrum,48.15303284170726,16.382779662113176,Shopping Mall
78,Vienna,Favoriten,48.1529937,16.38282184,Café Restaurant Am Platz'l,48.152919,16.383385,Food
79,Vienna,Favoriten,48.1529937,16.38282184,U Alaudagasse,48.153912,16.382258,Metro Station
80,Vienna,Favoriten,48.1529937,16.38282184,mrs sporty ada -christen-gasse 2,48.152292334333566,16.383580490193655,Athletics & Sports
81,Vienna,Floridsdorf,48.27981505,16.41213456,Buschenschank Bernreiter,48.278937434925574,16.407697879007582,Wine Bar
82,Vienna,Floridsdorf,48.27981505,16.41213456,McDonald's,48.28055640004719,16.41166781149575,Fast Food Restaurant
83,Vienna,Floridsdorf,48.27981505,16.41213456,Weingut Christ,48.27806634245536,16.40702506951889,Vineyard
84,Vienna,Floridsdorf,48.27981505,16.41213456,Jedlersdorfer Alm,48.2813092654234,16.40834776204089,Gastropub
85,Vienna,Floridsdorf,48.27981505,16.41213456,Heuriger Karl Lentner,48.28044494734602,16.407610000547542,Wine Shop
86,Vienna,Floridsdorf,48.27981505,16.41213456,H Carabelligasse,48.28014168459713,16.41099486239155,Light Rail Station
87,Vienna,Floridsdorf,48.27981505,16.41213456,Eurospar,48.283061,16.4141533,Grocery Store
88,Vienna,Hernals,48.2354031,16.28421422,Neuwaldegger Bad,48.23277578291426,16.28516776115071,Pool
89,Vienna,Hernals,48.2354031,16.28421422,SPAR Gourmet,48.23534310116559,16.290218022673116,Supermarket
90,Vienna,Hietzing,48.17854095,16.25298582,Lindwurm,48.179035531729,16.255407511045274,Restaurant
91,Vienna,Hietzing,48.17854095,16.25298582,St.Veiter Tor,48.17689612090789,16.252797116501178,Park
92,Vienna,Innere Stadt,48.2090229,16.36985113,Stephansplatz,48.208299497606895,16.371879843615734,Plaza
93,Vienna,Innere Stadt,48.2090229,16.36985113,Kolar,48.210538068277295,16.370033124045836,Gastropub
94,Vienna,Innere Stadt,48.2090229,16.36985113,Graben,48.20891493265471,16.36937850431819,Pedestrian Plaza
95,Vienna,Innere Stadt,48.2090229,16.36985113,COS,48.209359369735346,16.37159057207792,Clothing Store
96,Vienna,Innere Stadt,48.2090229,16.36985113,DO & CO Restaurant,48.208239797203035,16.371758177641706,Restaurant
97,Vienna,Innere Stadt,48.2090229,16.36985113,Stephansdom,48.208626,16.372672,Church
98,Vienna,Innere Stadt,48.2090229,16.36985113,Ilona Stüberl,48.2084818411421,16.369516547200895,Hungarian Restaurant
99,Vienna,Innere Stadt,48.2090229,16.36985113,Julius Meinl,48.20941606744026,16.368587775379268,Gourmet Shop
100,Vienna,Innere Stadt,48.2090229,16.36985113,Roberto American Bar,48.20988869013428,16.372319734930045,Cocktail Bar
101,Vienna,Innere Stadt,48.2090229,16.36985113,Zum Schwarzen Kameel,48.210009899999996,16.36824,Austrian Restaurant
102,Vienna,Innere Stadt,48.2090229,16.36985113,The Bank Brasserie & Bar,48.21054421183471,16.36815139218761,Restaurant
103,Vienna,Innere Stadt,48.2090229,16.36985113,Fabios Restaurant Bar,48.210035046642545,16.369763234112284,Italian Restaurant
104,Vienna,Innere Stadt,48.2090229,16.36985113,Louis Vuitton,48.20986,16.368965,Boutique
105,Vienna,Innere Stadt,48.2090229,16.36985113,Park Hyatt Vienna,48.21069146783081,16.367787655840928,Hotel
106,Vienna,Innere Stadt,48.2090229,16.36985113,Cantinetta Antinori,48.208949,16.371954000000002,Italian Restaurant
107,Vienna,Innere Stadt,48.2090229,16.36985113,Gucci,48.20891228565936,16.36805847287178,Boutique
108,Vienna,Innere Stadt,48.2090229,16.36985113,Eissalon Tuchlauben,48.21049261171438,16.370917545212382,Ice Cream Shop
109,Vienna,Innere Stadt,48.2090229,16.36985113,Petersplatz,48.2086616720886,16.369677004695735,Plaza
110,Vienna,Innere Stadt,48.2090229,16.36985113,Trześniewski,48.208105462115405,16.37019361529015,Sandwich Place
111,Vienna,Innere Stadt,48.2090229,16.36985113,Michaelerplatz,48.2080072898127,16.366624878657294,Plaza
112,Vienna,Innere Stadt,48.2090229,16.36985113,DO & CO Onyx Bar,48.20830711036785,16.371898279714802,Cocktail Bar
113,Vienna,Innere Stadt,48.2090229,16.36985113,Kohlmarkt,48.2083299,16.36684,Shopping Plaza
114,Vienna,Innere Stadt,48.2090229,16.36985113,WEIN & CO Bar Stephansplatz,48.20913128024188,16.371825550365575,Wine Bar
115,Vienna,Innere Stadt,48.2090229,16.36985113,Irish Pub Bockshorn,48.209845,16.367692,Pub
116,Vienna,Innere Stadt,48.2090229,16.36985113,Restaurant beim Hofmeister Holzkohlengrill,48.207544,16.368647,Restaurant
117,Vienna,Innere Stadt,48.2090229,16.36985113,Kärntner Straße,48.20700229821187,16.3717953034211,Pedestrian Plaza
118,Vienna,Innere Stadt,48.2090229,16.36985113,Apple Kärntner Straße,48.20704525996968,16.37174569120412,Electronics Store
119,Vienna,Innere Stadt,48.2090229,16.36985113,& other Stories,48.207484,16.371851,Clothing Store
120,Vienna,Innere Stadt,48.2090229,16.36985113,Artis International Wien,48.21140313660921,16.37096497768221,Movie Theater
121,Vienna,Innere Stadt,48.2090229,16.36985113,Demel – K.u.K. Hofzuckerbäcker,48.20859,16.36721,Dessert Shop
122,Vienna,Innere Stadt,48.2090229,16.36985113,Loos American Bar,48.20719879131404,16.37145900586524,Cocktail Bar
123,Vienna,Innere Stadt,48.2090229,16.36985113,Ofenloch,48.210999770879795,16.369643196383677,Restaurant
124,Vienna,Innere Stadt,48.2090229,16.36985113,Meinl's Weinbar,48.2097863262778,16.368326674554602,Wine Bar
125,Vienna,Innere Stadt,48.2090229,16.36985113,caffè DELIA's,48.210208465783204,16.37054600888364,Café
126,Vienna,Innere Stadt,48.2090229,16.36985113,zum finsteren stern,48.21106138157032,16.36915329364235,Restaurant
127,Vienna,Innere Stadt,48.2090229,16.36985113,Kurt - Pure Frozen Yogurt,48.2111752829476,16.37155783271426,Frozen Yogurt Shop
128,Vienna,Innere Stadt,48.2090229,16.36985113,Vapiano,48.209592978506834,16.366326510746585,Italian Restaurant
129,Vienna,Innere Stadt,48.2090229,16.36985113,Pizzeria Regina Margherita,48.20976189814355,16.367172312078665,Italian Restaurant
130,Vienna,Innere Stadt,48.2090229,16.36985113,1010 BAR CAFE,48.20644524615448,16.370218106834024,Bar
131,Vienna,Innere Stadt,48.2090229,16.36985113,MERKUR Hoher Markt,48.21068958416128,16.373336734896696,Supermarket
132,Vienna,Innere Stadt,48.2090229,16.36985113,Am Hof,48.21100234158762,16.367627686502704,Plaza
133,Vienna,Innere Stadt,48.2090229,16.36985113,L'Osteria,48.207264430452454,16.368352510210098,Trattoria/Osteria
134,Vienna,Innere Stadt,48.2090229,16.36985113,Steigenberger Hotel Herrenhof,48.20973193809081,16.365828725653124,Hotel
135,Vienna,Innere Stadt,48.2090229,16.36985113,Ristorante Firenze,48.20786733646805,16.37230248748774,Italian Restaurant
136,Vienna,Innere Stadt,48.2090229,16.36985113,Café Am Hof,48.21048007007786,16.36785092817244,Café
137,Vienna,Innere Stadt,48.2090229,16.36985113,Procacci - Vino e Cucina,48.20716863166139,16.37055751928506,Italian Restaurant
138,Vienna,Innere Stadt,48.2090229,16.36985113,KLEINOD Die Bar,48.207372150125245,16.373671105852367,Bar
139,Vienna,Innere Stadt,48.2090229,16.36985113,Πνύκα (Pnyka) (Pnyka),48.210462948199364,16.37226696168311,Bakery
140,Vienna,Innere Stadt,48.2090229,16.36985113,Dorotheum,48.206340000000004,16.36863,Antique Shop
141,Vienna,Innere Stadt,48.2090229,16.36985113,Joseph - Brot vom Pheinsten,48.21027536676221,16.36749629640183,Bakery
142,Vienna,Innere Stadt,48.2090229,16.36985113,Die Feinkosterei Schwarz-Hirsch,48.211742,16.3692,Restaurant
143,Vienna,Innere Stadt,48.2090229,16.36985113,Haas & Haas Teehaus,48.20817756104974,16.373780800734853,Tea Room
144,Vienna,Innere Stadt,48.2090229,16.36985113,Mel's Craft Beers & Diner,48.212127463902426,16.369991149748124,Bar
145,Vienna,Innere Stadt,48.2090229,16.36985113,BILLA,48.20686370000001,16.3709682,Supermarket
146,Vienna,Innere Stadt,48.2090229,16.36985113,Blue Tomato Shop,48.209907512963476,16.373736675239297,Board Shop
147,Vienna,Innere Stadt,48.2090229,16.36985113,Würstelstand Hoher Markt,48.21113316179447,16.372437409432184,Bratwurst Joint
148,Vienna,Innere Stadt,48.2090229,16.36985113,Le Bol,48.206469,16.370575,Café
149,Vienna,Innere Stadt,48.2090229,16.36985113,Needle Vinyl Bar,48.212228563091344,16.36891195666124,Bar
150,Vienna,Innere Stadt,48.2090229,16.36985113,Starbucks,48.20856729636139,16.369649845515667,Coffee Shop
151,Vienna,Innere Stadt,48.2090229,16.36985113,Sisi Museum,48.207788652674466,16.365740266170008,History Museum
152,Vienna,Innere Stadt,48.2090229,16.36985113,Spanische Hofreitschule,48.207765893898475,16.366453086611646,Historic Site
153,Vienna,Innere Stadt,48.2090229,16.36985113,L. Heiner Hofzuckerbäcker,48.20620504430728,16.371451283958375,Café
154,Vienna,Innere Stadt,48.2090229,16.36985113,Manner Store,48.20911344305942,16.372905070079966,Candy Store
155,Vienna,Innere Stadt,48.2090229,16.36985113,Gelateria Hoher Markt,48.21112156672896,16.372613731038843,Ice Cream Shop
156,Vienna,Innere Stadt,48.2090229,16.36985113,Café Hawelka,48.207843978891404,16.369849144269097,Café
157,Vienna,Innere Stadt,48.2090229,16.36985113,Julius Meinl Restaurant,48.20931485582813,16.368658108986345,Restaurant
158,Vienna,Innere Stadt,48.2090229,16.36985113,Zum Weissen Rauchfangkehrer,48.20695865149792,16.372894046819738,Restaurant
159,Vienna,Innere Stadt,48.2090229,16.36985113,Café Central,48.21034849634383,16.36539101600647,Café
160,Vienna,Innere Stadt,48.2090229,16.36985113,Caffe a Casa,48.211019,16.372706,Café
161,Vienna,Innere Stadt,48.2090229,16.36985113,Zanoni & Zanoni,48.21013726877021,16.374305310240732,Ice Cream Shop
162,Vienna,Innere Stadt,48.2090229,16.36985113,Beaulieu,48.21084115407186,16.365328655319043,French Restaurant
163,Vienna,Innere Stadt,48.2090229,16.36985113,Prunksaal der Nationalbibliothek,48.20618185496205,16.366775035858154,Historic Site
164,Vienna,Innere Stadt,48.2090229,16.36985113,Figlmüller,48.20934265601087,16.374677592695146,Austrian Restaurant
165,Vienna,Innere Stadt,48.2090229,16.36985113,Le Burger,48.21020099914578,16.37412913207422,Burger Joint
166,Vienna,Innere Stadt,48.2090229,16.36985113,IKO,48.211529708187825,16.37148144545248,Asian Restaurant
167,Vienna,Innere Stadt,48.2090229,16.36985113,Bierhof Hopferl,48.2104577702755,16.367596184796504,Austrian Restaurant
168,Vienna,Innere Stadt,48.2090229,16.36985113,Campari Bar Vienna,48.210189647892506,16.368429636796233,Bar
169,Vienna,Innere Stadt,48.2090229,16.36985113,Joma,48.210823266442326,16.37320928597275,Café
170,Vienna,Innere Stadt,48.2090229,16.36985113,Hofburg,48.20662874392593,16.365594863891598,Palace
171,Vienna,Innere Stadt,48.2090229,16.36985113,Schweizerhof,48.207372788746824,16.36540326432678,Plaza
172,Vienna,Innere Stadt,48.2090229,16.36985113,Miznon,48.20841226321208,16.37465635779676,Jewish Restaurant
173,Vienna,Innere Stadt,48.2090229,16.36985113,Kurkonditorei Oberlaa,48.20671681117128,16.37083706426357,Café
174,Vienna,Innere Stadt,48.2090229,16.36985113,hiddenkitchen,48.212360397545226,16.36904342380426,Salad Place
175,Vienna,Innere Stadt,48.2090229,16.36985113,Lugeck Figlmüller,48.209682,16.375169,Austrian Restaurant
176,Vienna,Innere Stadt,48.2090229,16.36985113,Hotel Topazz,48.21045641317164,16.373670004952842,Hotel
177,Vienna,Innere Stadt,48.2090229,16.36985113,SKY,48.20642675059718,16.372075080871582,Cocktail Bar
178,Vienna,Innere Stadt,48.2090229,16.36985113,ra'mien go,48.21113462205634,16.37244256596112,Asian Restaurant
179,Vienna,Innere Stadt,48.2090229,16.36985113,Gragger & Cie,48.206138365280225,16.369206030909446,Bakery
180,Vienna,Innere Stadt,48.2090229,16.36985113,Josefsplatz,48.20644539522835,16.367385422985908,Plaza
181,Vienna,Innere Stadt,48.2090229,16.36985113,Morawa,48.2087317087305,16.37519398349024,Bookstore
182,Vienna,Innere Stadt,48.2090229,16.36985113,Schachtelwirt,48.21141030364671,16.373666538803935,Austrian Restaurant
183,Vienna,Innere Stadt,48.2090229,16.36985113,Hoher Markt,48.21102084947304,16.372659651175216,Plaza
184,Vienna,Innere Stadt,48.2090229,16.36985113,Steffl Department Store,48.20639879266868,16.37153596333517,Department Store
185,Vienna,Innere Stadt,48.2090229,16.36985113,Danieli,48.2060940957571,16.371944367618912,Italian Restaurant
186,Vienna,Innere Stadt,48.2090229,16.36985113,simply raw bakery,48.21158063276072,16.368907758326287,Bakery
187,Vienna,Innere Stadt,48.2090229,16.36985113,Figlmüller,48.209364118352575,16.375613749881484,Austrian Restaurant
188,Vienna,Innere Stadt,48.2090229,16.36985113,Lugeck,48.20989449537002,16.374935254200096,Plaza
189,Vienna,Innere Stadt,48.2090229,16.36985113,Douglas,48.20656210303253,16.371608948173318,Cosmetics Shop
190,Vienna,Innere Stadt,48.2090229,16.36985113,Eis-Greissler,48.21064169476711,16.374764770356858,Ice Cream Shop
191,Vienna,Innere Stadt,48.2090229,16.36985113,Rinderwahn,48.207062187822025,16.372359256940815,Burger Joint
192,Vienna,Josefstadt,48.2108519,16.34735986,Hitomi Sushi,48.21008519508067,16.346481100111635,Sushi Restaurant
193,Vienna,Josefstadt,48.2108519,16.34735986,Wiener Rösthaus,48.20990342727129,16.34488821029663,Coffee Shop
194,Vienna,Josefstadt,48.2108519,16.34735986,Beef & Glory,48.211809,16.348814,Steakhouse
195,Vienna,Josefstadt,48.2108519,16.34735986,Verde 1080,48.20952175789673,16.349934413053287,Restaurant
196,Vienna,Josefstadt,48.2108519,16.34735986,Kaffeemodul,48.20969706841652,16.348454506193402,Coffee Shop
197,Vienna,Josefstadt,48.2108519,16.34735986,L'osteria del Salento,48.21203913926836,16.34962115389186,Trattoria/Osteria
198,Vienna,Josefstadt,48.2108519,16.34735986,Il Sestante,48.21056516109921,16.350435659451104,Italian Restaurant
199,Vienna,Josefstadt,48.2108519,16.34735986,Kurkonditorei Oberlaa,48.20941566596854,16.349506917251773,Café
200,Vienna,Josefstadt,48.2108519,16.34735986,Mamamon Thai Eatery,48.209435270255014,16.343913403187393,Thai Restaurant
201,Vienna,Josefstadt,48.2108519,16.34735986,Sakai,48.212079856932284,16.348577172947493,Japanese Restaurant
202,Vienna,Josefstadt,48.2108519,16.34735986,Hold Cafe•Bar,48.210062888395136,16.34671463930203,Italian Restaurant
203,Vienna,Josefstadt,48.2108519,16.34735986,GRANDE Cocktail Bar,48.210312671303946,16.345665385419558,Cocktail Bar
204,Vienna,Josefstadt,48.2108519,16.34735986,CupCakes Wien,48.20968161232263,16.34396788874567,Cupcake Shop
205,Vienna,Josefstadt,48.2108519,16.34735986,Das Torberg,48.20943208941907,16.348748172694133,Cocktail Bar
206,Vienna,Josefstadt,48.2108519,16.34735986,Koinonia+,48.212021,16.343865,Asian Restaurant
207,Vienna,Josefstadt,48.2108519,16.34735986,Hamerlingpark,48.21113941184647,16.345035270874586,Park
208,Vienna,Josefstadt,48.2108519,16.34735986,Gu,48.21201007014476,16.34862932748707,Chinese Restaurant
209,Vienna,Josefstadt,48.2108519,16.34735986,Crossfit Vienna,48.211001309195815,16.342115480896158,Gym
210,Vienna,Josefstadt,48.2108519,16.34735986,La Delizia,48.211775,16.351175,Italian Restaurant
211,Vienna,Josefstadt,48.2108519,16.34735986,Konoba,48.206922938323345,16.346752815814597,Mediterranean Restaurant
212,Vienna,Josefstadt,48.2108519,16.34735986,La Tavolozza,48.211855,16.348534,Italian Restaurant
213,Vienna,Josefstadt,48.2108519,16.34735986,L'Osteria,48.212250783341254,16.345180524001233,Pizza Place
214,Vienna,Josefstadt,48.2108519,16.34735986,Restaurant Dionysos,48.2126691014825,16.349420805567313,Greek Restaurant
215,Vienna,Josefstadt,48.2108519,16.34735986,Puerta del Sol,48.211611517136966,16.351522173038706,Tapas Restaurant
216,Vienna,Josefstadt,48.2108519,16.34735986,Cafe Florianihof,48.212300571178,16.346719199589874,Café
217,Vienna,Josefstadt,48.2108519,16.34735986,es gibt reis,48.20765140835874,16.351022247621092,Asian Restaurant
218,Vienna,Josefstadt,48.2108519,16.34735986,Nguyen's Pho House,48.206576338229894,16.348647761584655,Vietnamese Restaurant
219,Vienna,Josefstadt,48.2108519,16.34735986,Schönbornpark,48.21268713321421,16.350664888314398,Park
220,Vienna,Josefstadt,48.2108519,16.34735986,Ilija,48.2088688,16.3508946,Seafood Restaurant
221,Vienna,Josefstadt,48.2108519,16.34735986,Hotel Zipser,48.211043476181686,16.351334665738573,Hotel
222,Vienna,Josefstadt,48.2108519,16.34735986,Pension Lehrerhaus,48.20844,16.35259,Bed & Breakfast
223,Vienna,Josefstadt,48.2108519,16.34735986,rosnovskyundco,48.21064138222802,16.353441542379116,Restaurant
224,Vienna,Josefstadt,48.2108519,16.34735986,Creme de la creme,48.214400155112564,16.351019871770678,Café
225,Vienna,Josefstadt,48.2108519,16.34735986,Fromme Helene,48.209364430002644,16.352279188011096,Austrian Restaurant
226,Vienna,Josefstadt,48.2108519,16.34735986,Bodega 1080,48.21444544178258,16.347940448822555,Tapas Restaurant
227,Vienna,Josefstadt,48.2108519,16.34735986,La Spiga,48.20677,16.34659,Italian Restaurant
228,Vienna,Josefstadt,48.2108519,16.34735986,Westpol,48.207063757905814,16.345784957481577,Mediterranean Restaurant
229,Vienna,Josefstadt,48.2108519,16.34735986,Polkadot,48.20850116720975,16.343744580677345,Bar
230,Vienna,Josefstadt,48.2108519,16.34735986,Levante Laudon,48.21341802243369,16.352094401256547,Hotel
231,Vienna,Josefstadt,48.2108519,16.34735986,Zur böhmischen Kuchl,48.21347257881061,16.352847356101712,Czech Restaurant
232,Vienna,Josefstadt,48.2108519,16.34735986,Schnattl,48.210646999999994,16.351692,Restaurant
233,Vienna,Josefstadt,48.2108519,16.34735986,Tür 7,48.210005027423904,16.353493860886722,Cocktail Bar
234,Vienna,Josefstadt,48.2108519,16.34735986,Cafe Josefine,48.21343566581217,16.351906580769406,Breakfast Spot
235,Vienna,Josefstadt,48.2108519,16.34735986,Cafe der Provinz,48.210627765364286,16.351112334989214,Café
236,Vienna,Josefstadt,48.2108519,16.34735986,Fleming's Deluxe Hotel Wien-City,48.20936732064203,16.353422176225212,Hotel
